"fechafacturacion","nropresupuesto","ordennro","estado","cliente","condicion","tipo_producto","codigo","sep1","esplancha","tienecorte","ncorte","cantidad","ancho","alto","m2","preciom2","precioplancha","listaprecio","preciolistam2","preciolistapla","sep2","totalusd","preciototalgs","descuento","espera","sep3","tipo_anexo","cantidad_anexo","precio_unitario_anexo","sep4","vendedor","nrofactura","porgananciasusd","gananciausd","costousd","gananciags","costogs","utilidad","cambio","fechafacdia","fechafacsemana","fechafacmes","fechafacanio","idop"
"2026-03-19","PRE-185559","ORD-115173-8-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","2","0.757","1.545","2.33913","18.54","0","OPTIMIZADO C","17.66","0"," |","43.37","307927","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138005"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","8.01","56871","0.0","-"," |","Servicio","9.21","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","1","0.716","1.62","1.15992","18.54","0","OPTIMIZADO C","17.66","0"," |","21.5","152650","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138005"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.06","28826","0.0","-"," |","Servicio","4.67","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","1","0.725","1.61","1.1672500000000001","18.54","0","OPTIMIZADO C","17.66","0"," |","21.64","153644","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138005"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.06","28826","0.0","-"," |","Servicio","4.67","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","1","0.608","1.571","0.9551679999999999","18.54","0","OPTIMIZADO C","17.66","0"," |","17.71","125741","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138005"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.79","26909","0.0","-"," |","Servicio","4.36","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","DVH-M2 DVH para perfilería Cámara 12"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","387.94","2754374","0.0","-"," |","Servicio","11.41","34"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","1","0.725","1.62","1.1745","18.54","0","OPTIMIZADO C","17.66","0"," |","21.78","154638","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138005"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.08","28968","0.0","-"," |","Servicio","4.69","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","1","0.629","1.571","0.988159","18.54","0","OPTIMIZADO C","17.66","0"," |","18.32","130072","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138005"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.83","27193","0.0","-"," |","Servicio","4.4","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","2","0.617","0.88","1.08592","18.54","0","OPTIMIZADO C","17.66","0"," |","20.13","142923","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138005"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","5.21","36991","0.0","-"," |","Servicio","5.99","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","2","0.757","1.536","2.325504","18.54","0","OPTIMIZADO C","17.66","0"," |","43.11","306081","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138005"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","7.98","56658","0.0","-"," |","Servicio","9.17","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","1","0.77","0.277","0.21329000000000004","18.54","0","OPTIMIZADO C","17.66","0"," |","3.95","28045","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138005"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","1.82","12922","0.0","-"," |","Servicio","2.09","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","2","0.757","1.536","2.325504","45.54","0","OPTIMIZADO C","49.5","0"," |","105.9","751890","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138052"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","7.98","56658","0.0","-"," |","Servicio","9.17","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","1","0.725","1.62","1.1745","45.54","0","OPTIMIZADO C","49.5","0"," |","53.49","379779","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138052"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.08","28968","0.0","-"," |","Servicio","4.69","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","1","0.629","1.571","0.988159","45.54","0","OPTIMIZADO C","49.5","0"," |","45","319500","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138052"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.83","27193","0.0","-"," |","Servicio","4.4","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","1","0.77","0.277","0.21329000000000004","45.54","0","OPTIMIZADO C","49.5","0"," |","9.71","68941","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138052"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","1.82","12922","0.0","-"," |","Servicio","2.09","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","1","0.725","1.61","1.1672500000000001","45.54","0","OPTIMIZADO C","49.5","0"," |","53.16","377436","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138052"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.06","28826","0.0","-"," |","Servicio","4.67","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","2","0.757","1.545","2.33913","45.54","0","OPTIMIZADO C","49.5","0"," |","106.52","756292","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138052"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","8.01","56871","0.0","-"," |","Servicio","9.21","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","1","0.608","1.571","0.9551679999999999","45.54","0","OPTIMIZADO C","49.5","0"," |","43.5","308850","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138052"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.79","26909","0.0","-"," |","Servicio","4.36","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","2","0.617","0.88","1.08592","45.54","0","OPTIMIZADO C","49.5","0"," |","49.45","351095","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138052"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","5.21","36991","0.0","-"," |","Servicio","5.99","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185559","ORD-115173-8-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","1","0.716","1.62","1.15992","45.54","0","OPTIMIZADO C","49.5","0"," |","52.82","375022","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","138052"
"2026-03-19","PRE-185559","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.06","28826","0.0","-"," |","Servicio","4.67","0.87"," |","lucyr","001-001-0039110","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","1","0.88","0.478","0.42063999999999996","45.54","0","OPTIMIZADO C","49.5","0"," |","19.16","136036","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138053"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","2.37","16827","0.0","-"," |","Servicio","2.72","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","1","0.868","1.57","1.36276","45.54","0","OPTIMIZADO C","49.5","0"," |","62.06","440626","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138053"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.25","30175","0.0","-"," |","Servicio","4.88","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","2","1.041","1.983","4.1286059999999996","45.54","0","OPTIMIZADO C","49.5","0"," |","188.02","1334942","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138053"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","10.53","74763","0.0","-"," |","Servicio","12.1","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","2","0.878","1.57","2.75692","45.54","0","OPTIMIZADO C","49.5","0"," |","125.55","891405","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138053"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","8.52","60492","0.0","-"," |","Servicio","9.79","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","2","1.008","1.606","3.237696","45.54","0","OPTIMIZADO C","49.5","0"," |","147.44","1046824","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138053"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","9.1","64610","0.0","-"," |","Servicio","10.46","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","2","1.04","0.277","0.5761600000000001","45.54","0","OPTIMIZADO C","49.5","0"," |","26.24","186304","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138053"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.58","32518","0.0","-"," |","Servicio","5.27","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","1","1.03","0.277","0.28531","45.54","0","OPTIMIZADO C","49.5","0"," |","12.99","92229","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138053"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","2.27","16117","0.0","-"," |","Servicio","2.61","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","2","0.889","1.813","3.2235139999999998","45.54","0","OPTIMIZADO C","49.5","0"," |","146.8","1042280","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138053"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","9.4","66740","0.0","-"," |","Servicio","10.81","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","10","1","0.877","0.477","0.418329","45.54","0","OPTIMIZADO C","49.5","0"," |","19.05","135255","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138053"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","2.36","16756","0.0","-"," |","Servicio","2.71","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","1","1.03","0.277","0.28531","18.54","0","OPTIMIZADO C","17.66","0"," |","5.29","37559","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138004"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","2.27","16117","0.0","-"," |","Servicio","2.61","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","2","0.889","1.813","3.2235139999999998","18.54","0","OPTIMIZADO C","17.66","0"," |","59.76","424296","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138004"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","9.4","66740","0.0","-"," |","Servicio","10.81","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","2","0.878","1.57","2.75692","18.54","0","OPTIMIZADO C","17.66","0"," |","51.11","362881","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138004"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","8.52","60492","0.0","-"," |","Servicio","9.79","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","1","0.877","0.477","0.418329","18.54","0","OPTIMIZADO C","17.66","0"," |","7.76","55096","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138004"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","2.36","16756","0.0","-"," |","Servicio","2.71","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","1","0.868","1.57","1.36276","18.54","0","OPTIMIZADO C","17.66","0"," |","25.27","179417","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138004"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.25","30175","0.0","-"," |","Servicio","4.88","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","DVH-M2 DVH para perfilería Cámara 12"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","557.94","3961374","0.0","-"," |","Servicio","16.41","34"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","2","1.008","1.606","3.237696","18.54","0","OPTIMIZADO C","17.66","0"," |","60.03","426213","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138004"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","9.1","64610","0.0","-"," |","Servicio","10.46","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","1","0.88","0.478","0.42063999999999996","18.54","0","OPTIMIZADO C","17.66","0"," |","7.8","55380","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138004"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","2.37","16827","0.0","-"," |","Servicio","2.72","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","2","1.04","0.277","0.5761600000000001","18.54","0","OPTIMIZADO C","17.66","0"," |","10.68","75828","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138004"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.58","32518","0.0","-"," |","Servicio","5.27","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185558","ORD-115174-6-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","10","2","1.041","1.983","4.1286059999999996","18.54","0","OPTIMIZADO C","17.66","0"," |","76.54","543434","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","138004"
"2026-03-19","PRE-185558","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","10.53","74763","0.0","-"," |","Servicio","12.1","0.87"," |","lucyr","001-001-0039111","0","0","0","0","0","0","7100","19","12","03","2026","0"
